frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
306,1.0,[105.28133539634243 318.71429946343756 396.0366228594438 548.2328680271638],[192.05526733398438 491.1719055175781 306.15216064453125 521.8731079101562],0.8849257826805115,#LV 610,0.4128325022021348
307,1.0,[105.14883590905268 318.99836319544454 396.01479628322795 548.9902831685359],[191.92047119140625 491.3864440917969 306.1591796875 521.9744262695312],0.8837436437606812,WLV 610,0.24077018410196777
308,1.0,[104.83893375752021 318.90182870131764 396.1132584053603 549.3737555657732],[191.97811889648438 491.6814270019531 306.2217712402344 522.2050170898438],0.882712185382843,KLV 610,0.3023980736069782
309,1.0,[104.61929570129593 318.9239024352622 396.1916438640953 549.8705789849338],[191.95359802246094 491.723388671875 306.2502746582031 522.228759765625],0.882542610168457,#LV 610,0.24296589795041137
310,1.0,[104.06735378552389 318.28765650625667 396.3797259137642 549.2987881621282],[191.62635803222656 492.0562438964844 306.84014892578125 522.6961669921875],0.880436897277832,HLV 610,0.5651248595514266
311,1.0,[103.29263065879928 317.57031624099795 396.75390281835377 548.9167275855365],[190.86593627929688 492.184326171875 308.0603942871094 523.2564086914062],0.8809595704078674,HLV 610,0.4119740967182579
312,1.0,[102.48282849966054 317.1882489903763 397.0248235709611 548.946290433587],[190.85247802734375 492.2497253417969 308.10760498046875 523.3433837890625],0.88066565990448,HLV 610,0.8835553094379581
313,1.0,[101.9245912850061 317.061292478424 397.25976854354747 549.069971705275],[190.78089904785156 492.27783203125 308.06622314453125 523.329345703125],0.8804023861885071,WLV 610,0.8227148529575782
314,1.0,[101.37786499301333 317.26437817975625 397.54940594405014 549.9815825268163],[191.2109375 492.43487548828125 307.3997802734375 523.5498046875],0.8796982169151306,MLV B10,0.44227724974788246
315,1.0,[100.60735912178083 316.7078998914959 398.2228254995532 550.5255207441176],[190.59954833984375 493.3485412597656 307.3553466796875 525.1918334960938],0.8796555399894714,KLV 610,0.41634580470255345
316,1.0,[99.80375241920945 316.490760786947 399.5835032019471 552.5330238871471],[189.25128173828125 493.8128356933594 308.5753479003906 526.129638671875],0.8821092844009399,WLV 610,0.6035149464273687
317,1.0,[98.32712778111119 314.97525994337445 400.94959245964316 552.7914427473166],[188.36862182617188 494.0645751953125 309.66607666015625 528.1472778320312],0.8874598741531372,WLV 610,0.6616787782309211
318,1.0,[97.07493685973404 313.9464174046152 402.21813031621537 553.6460157839732],[188.092041015625 494.4549560546875 310.3736572265625 529.058837890625],0.8893362283706665,MLV 610,0.6281535129406268
319,1.0,[95.95772426433086 313.2323076523068 403.52132806840444 554.9160827852095],[188.02505493164062 494.828857421875 310.88958740234375 529.5900268554688],0.8903153538703918,MLV 610,0.7789121622948224
320,1.0,[94.99741425280303 312.183822044481 404.7983865503613 555.587974582139],[187.86288452148438 495.5313415527344 311.3214111328125 530.0341186523438],0.8928091526031494,HLV 610,0.6138276541535805
321,1.0,[93.89549662616278 310.95535317922264 405.9521633132615 555.6782830470897],[187.77456665039062 496.00433349609375 311.8252868652344 530.4591674804688],0.8960102200508118,NLV 610,0.7718489126016638
322,1.0,[92.9379614908733 309.97457405904925 407.34790359576186 556.1965529362108],[187.48963928222656 496.7953186035156 312.3990478515625 531.1395874023438],0.8988795280456543,MLV 610,0.5344004367451878
323,1.0,[92.12088404511084 309.15881720156 408.67808430927505 556.855766777071],[187.4128875732422 497.3208312988281 312.776611328125 531.456298828125],0.9007191061973572,HLV 610,0.753315918756001
324,1.0,[91.20375295065341 308.06636769371033 410.1738680204528 557.1726644638647],[187.21559143066406 497.84478759765625 313.2690734863281 532.0442504882812],0.9032572507858276,WLV 610,0.7241523544664882
325,1.0,[90.39239239114738 306.831066446783 411.71427807868844 557.6696969796362],[187.2214813232422 498.3918762207031 313.82220458984375 532.3993530273438],0.9055171608924866,HLV 610,0.5484942929195438
326,1.0,[89.41208249484154 305.5172913767352 413.15357449056796 558.3979371484614],[186.93939208984375 498.68695068359375 314.3193359375 532.78466796875],0.9075819253921509,WLV 610,0.3320601546670381
327,1.0,[88.24340959283106 303.92922372271124 414.5583352105907 558.5715836309951],[186.40904235839844 498.86395263671875 314.7286682128906 533.7138061523438],0.9102193713188171,WLV 610,0.48365485756232174
328,1.0,[86.67466949448419 302.6546769499945 415.7950531327258 559.4143503021202],[185.60775756835938 499.0242004394531 314.85760498046875 534.3197021484375],0.9114646911621094,HLV 610,0.874876797744819
329,1.0,[85.7191586319924 300.87847132936474 417.24806216076377 559.5358913095804],[183.82337951660156 499.473388671875 314.9196472167969 534.6716918945312],0.9128504395484924,MLV 610,0.5796070066153597
330,1.0,[84.41918482959119 299.57135175974497 418.5231973431487 560.0380851096044],[183.41934204101562 499.6394958496094 315.44097900390625 534.9900512695312],0.912341833114624,WLV 610,0.8665519943851624
331,1.0,[82.47313794846815 299.1626458460181 419.4817752781868 562.3499160259025],[182.90374755859375 499.6722106933594 315.3232421875 535.7380981445312],0.9143968224525452,HLV 610,0.5904976022045952
332,1.0,[80.85477603788468 297.560420369884 420.8220241182628 562.5423663374531],[182.38800048828125 499.8987121582031 315.9624938964844 537.3365478515625],0.9221417307853699,WLV 610,0.29701805218184407
333,1.0,[79.39881363723404 296.35008074325674 422.30593319353136 563.0279043076902],[181.6284942626953 500.0708923339844 316.6026611328125 537.8910522460938],0.9244300127029419,WLV 610,0.45389324028622435
334,1.0,[77.42872043105373 295.367583744856 423.3883907086937 563.9745307157782],[180.92245483398438 500.2832946777344 317.6665344238281 538.5401000976562],0.9248731732368469,HLV 610,0.7486021319697865
335,1.0,[75.58408163462352 293.5906402821746 424.8441803617683 565.0831937036143],[180.03085327148438 500.73486328125 318.45989990234375 539.3262939453125],0.9266571402549744,HLV 610,0.7720118815655507
336,1.0,[73.73012867148427 291.9137949971754 426.3817412073563 565.9473369457097],[179.59312438964844 501.0472717285156 319.20367431640625 539.775390625],0.9257258176803589,WLV 610,0.6480396803473657
337,1.0,[71.88174978159651 290.5504162288588 428.15174128673226 567.2156728233535],[179.0909423828125 501.2506103515625 319.79083251953125 540.3951416015625],0.9245895743370056,KLV 610,0.7300335119526278
338,1.0,[70.04814202527115 289.0631031289605 430.03903071281024 568.7092782610213],[178.2238006591797 501.6465759277344 320.6427001953125 541.2476806640625],0.9257060885429382,WLV 610,0.4488567029114623
339,1.0,[68.6470216601079 287.2131281445477 431.98449467654103 569.7424786166024],[177.29989624023438 502.1422424316406 321.337158203125 541.6039428710938],0.9251025319099426,NLV 610,0.41289412296966616
340,1.0,[66.93685132488065 284.75992215670954 433.9414147678989 570.1743176876641],[176.87570190429688 502.24407958984375 322.066650390625 541.8468627929688],0.9258344173431396,WLV 610,0.6134191276236837
341,1.0,[65.63062751613612 282.4993434099738 436.23987147083756 571.3496571529553],[176.51864624023438 502.2626953125 323.14617919921875 542.0845336914062],0.9237640500068665,WLV 610,0.831289307273767
342,1.0,[64.57602857620128 279.8404347314796 438.6600857550553 571.9231784797769],[176.32704162597656 502.1025085449219 324.78497314453125 542.3480834960938],0.9213994145393372,KLV 610,0.34215399850425393
343,1.0,[63.84455589603215 277.44923960356857 441.447394049491 572.4109560488793],[176.54025268554688 501.6231994628906 325.9239196777344 542.419677734375],0.9208428859710693,WLV 610,0.7554961629536454
344,1.0,[63.37423121620046 275.60034798132074 443.68575258680823 572.4558601107515],[176.89877319335938 500.8495788574219 326.6175842285156 542.2086181640625],0.9190084338188171,MLV &10,0.33326700008481747
345,1.0,[62.838630211004215 274.53496853645083 445.29115608417317 574.0261292213956],[177.51943969726562 500.4578857421875 327.41998291015625 541.8561401367188],0.919637143611908,MLV B10,0.2398185553641111
346,1.0,[62.4629583063265 272.30210243834847 446.7370208702764 573.4248416307432],[177.90467834472656 499.80255126953125 328.61505126953125 541.4257202148438],0.9168240427970886,HLV 610,0.4149508089680586
347,1.0,[62.26178871723701 270.44680243488494 447.9580539277773 572.9834559526748],[178.40980529785156 499.3784484863281 329.0375061035156 540.339111328125],0.912869393825531,WLV 610,0.949537882138341
348,1.0,[61.98066872911929 268.86198230495575 448.9719708044356 572.2298657764388],[178.3445587158203 498.97613525390625 329.7627868652344 540.2589721679688],0.914330780506134,WLV &10,0.374997484925601
349,1.0,[61.639571434365024 267.87254575918416 449.8522598739586 571.7968735336574],[178.496337890625 498.77392578125 330.2236022949219 540.160888671875],0.9146502614021301,WLV 610,0.5953126954871278
350,1.0,[61.326434185361364 267.1235104095577 450.5493360579909 571.7355639735554],[178.494140625 498.8536682128906 330.5818176269531 540.1104736328125],0.9160251021385193,KLV 610,0.5792604270922175
351,1.0,[61.05138296977546 266.47413533973565 451.2470133890356 571.7981462163904],[178.64768981933594 498.8039855957031 330.7877502441406 540.0418701171875],0.9165271520614624,WLV 610,0.6312822937412691
352,1.0,[60.853045366411635 265.8538622117044 451.9542968605858 571.878540735777],[178.55670166015625 498.8078308105469 330.9825134277344 540.1776123046875],0.9166920781135559,WLV 610,0.5136749013465817
353,1.0,[60.38226837440865 265.1309374206185 452.5764177015209 571.8526148337162],[178.49246215820312 498.9005126953125 331.4210205078125 540.51806640625],0.917780339717865,WLV 610,0.6650856634542419
354,1.0,[59.83595056467064 264.55833049604104 453.1944644513794 572.2617137248242],[178.1132354736328 499.0326843261719 331.82794189453125 540.8893432617188],0.9172018766403198,WLV 610,0.9379765726863788
355,1.0,[59.2916664903147 264.0447129994349 453.94247064325407 572.9009032448153],[177.77159118652344 499.2248840332031 332.3491516113281 541.5200805664062],0.9155638813972473,WLV 610,0.4594944315678561
356,1.0,[58.71536636818823 263.42635359341193 454.8366171421055 573.072789148905],[177.57180786132812 499.7531433105469 333.21759033203125 541.677001953125],0.91916823387146,WLV 610,0.8874529773731841
357,1.0,[58.20181425079966 263.4410478726594 455.8721062752228 574.4730529875372],[177.68328857421875 500.196533203125 333.4231262207031 542.8657836914062],0.9237154126167297,NLV 610,0.680357424477043
358,1.0,[57.92540154876025 263.63241333987065 457.2874329695746 576.1799166770165],[177.8658905029297 500.7763366699219 334.3097229003906 544.001220703125],0.9216367602348328,WLV 610,0.5730565237927717
359,1.0,[57.7838000205555 264.06659567392785 458.6458120219339 578.4602029338566],[177.21377563476562 502.1514892578125 334.52978515625 545.4135131835938],0.9157056212425232,KLV 610,0.34026862462366486
360,1.0,[57.31674628717818 264.67527477254646 460.03030488607146 581.5792292831449],[176.97450256347656 503.8822021484375 335.1309814453125 547.8753051757812],0.905215322971344,WLV 610,0.8127750206173615
361,1.0,[56.244223557996605 264.5958012283324 460.9898784473454 583.326723200084],[176.916748046875 507.0086975097656 335.9530944824219 551.4367065429688],0.9049752950668335,WLV &10,0.5250149426106814
362,1.0,[55.160267283402135 265.9573127116721 461.99933126657174 587.1136658220881],[177.44338989257812 509.5934753417969 336.094482421875 554.481201171875],0.9080690145492554,WLV &10,0.7040927930819931
363,1.0,[53.65794517432846 266.7198983717201 462.67026141583995 589.768006007774],[176.23236083984375 511.9557189941406 336.00579833984375 556.1179809570312],0.9226865172386169,WLV &10,0.5128557031612534
364,1.0,[52.33179827082128 268.14737291876094 463.71599311663715 594.2790431971491],[174.0556182861328 515.0338134765625 336.54339599609375 559.1414184570312],0.9130847454071045,WLV &1D,0.4131972161667655
365,1.0,[50.712654256731184 268.01368391747224 464.42786030065145 595.8798901609714],[173.34336853027344 517.121337890625 336.3427429199219 561.9998168945312],0.9184637069702148,WLV B10,0.2053317717788828
366,1.0,[49.35016994495106 268.6582062232718 465.2130460645883 598.488505822043],[172.22911071777344 519.4567260742188 335.7354431152344 563.794921875],0.9073065519332886,WLV B10,0.465485952593492
367,1.0,[47.8519383263953 268.07263095956046 465.83156155311667 598.9145536250796],[170.948974609375 520.8101196289062 335.2370910644531 565.6702270507812],0.9075438976287842,HLV 610,0.6375245370717108
368,1.0,[46.54147074970152 266.8465419332007 466.60147418973384 598.959415853133],[169.6087188720703 521.458984375 335.3134460449219 567.5078735351562],0.9085965156555176,HLV 610,0.5863347726926921
369,1.0,[45.36278914489037 266.8769570317519 467.5925847210874 603.1821678563786],[168.5058135986328 521.08349609375 335.18310546875 567.630126953125],0.908667266368866,WLV 610,0.9417586501997757
373,1.0,[35.815702982092716 262.95979219774347 464.71416118601206 611.8097656984639],[160.99977111816406 526.7186889648438 329.03857421875 571.8072509765625],0.9138548374176025,WLV &10,0.32165210242452813
374,1.0,[32.97819485473832 261.32563169873913 463.8853823049523 613.2210007080741],[158.8853302001953 526.4144287109375 328.3647766113281 571.9617309570312],0.9119327068328857,WLV 610,0.29943258581616655
375,1.0,[31.100640813139535 260.3489127877698 464.0129004042085 616.2725679472397],[157.076171875 524.609375 328.2507629394531 571.3002319335938],0.9006746411323547,HLV B10,0.36060530018490305
376,1.0,[30.391550017038014 256.31737989505086 465.38329535019375 613.84400471148],[156.93975830078125 523.504150390625 328.47589111328125 570.73974609375],0.9058935642242432,WLV &10,0.38014203572930877
377,1.0,[29.488552398052036 255.0998827181094 466.4726843442415 616.2811095452722],[156.4393310546875 523.2232666015625 329.08935546875 570.9527587890625],0.9085549712181091,WLV 610,0.5212201922368037
378,1.0,[29.07699286713884 252.81515034724788 467.60803428051634 616.0254071448769],[156.53433227539062 523.9544677734375 329.6876525878906 571.0240478515625],0.9067016839981079,WLV 610,0.6434310274805831
